Date;Time;Vehicule_No;Vehicule_Etat;Ligne_No;Ligne_Destination;Course_No;Arret_StopID;Arret_Mnemol;Arret_Nom;Horaire;Vehicule_Latitude;Vehicule_Longitude;Vehicule_Cap;Indicateur_Avance;Indicateur_Retard
10/11/2017 00:00:00;17:29:55;201;LIGN;7;H. DEPARTEMENT;268438318;3120;MAISSPOS;MAISON SPORTS;17:30:25;1847481;723492;272;00:00:00;00:07:52
10/11/2017 00:00:00;17:29:55;603;LIGN;15;GAROSUD;268439782;3126;LOUISRAA;LOUIS RAVAZ;17:30:36;1847663;722626;267;00:02:00;00:00:00
10/11/2017 00:00:00;17:29:55;202;LIGN;6;EUROMEDECINE;268438041;3138;OCCITANS;OCCITANIE;17:29:35;1849209;722193;323;00:03:24;00:00:00
10/11/2017 00:00:00;17:29:55;209;LIGN;6;EUROMEDECINE;268438009;3140;GAILLARS;LA GAILLARDE;17:30:10;1847238;723021;248;00:00:00;00:01:37
10/11/2017 00:00:00;17:29:55;163;LIGN;6;EUROMEDECINE;268438052;3141;CHATEAUO;CHATEAU D'O;17:32:12;1848469;721509;41;00:03:12;00:00:00
10/11/2017 00:00:00;17:29:55;214;LIGN;7;LES BOUISSES;268438349;3141;CHATEAUO;CHATEAU D'O;17:30:19;1848806;721660;21;00:00:40;00:00:00
10/11/2017 00:00:00;17:29:55;207;LIGN;6;PAS DU LOUP;268438101;3204;LASREBER;LAS REBES;17:29:08;1847731;722248;128;00:00:00;00:06:25
10/11/2017 00:00:00;17:29:55;180;LIGN;7;LES BOUISSES;268438364;3209;POUSERSE;POUS DE LA SERS;17:29:51;1847591;723199;126;00:00:00;00:07:30
10/11/2017 00:00:00;17:29:55;108;LIGN;11;TOURNEZY;268438831;3221;GLORCAS;GARCIA LORCA;17:31:46;1844718;725574;155;00:00:00;00:01:46
10/11/2017 00:00:00;17:29:55;159;LIGN;11;TOURNEZY;268438895;3221;GLORCAS;GARCIA LORCA;17:29:46;1844500;725607;155;00:00:00;00:09:13
10/11/2017 00:00:00;17:29:55;100;LIGN;6;PAS DU LOUP;268438109;3228;OCCITANE;OCCITANIE;17:32:07;1849610;722062;165;00:02:19;00:00:00
10/11/2017 00:00:00;17:29:55;608;LIGN;15;PLACE DE FRANCE;268439743;4102;CHDUS;CHENG-DU;17:29:54;1844687;721814;344;00:00:00;00:07:40
10/11/2017 00:00:00;17:29:55;127;LIGN;14;POMPIGNANE - LACS;268439553;4116;MERMOZS;JEAN MERMOZ;17:29:44;1846885;725505;287;00:00:00;00:02:23
10/11/2017 00:00:00;17:29:55;210;LIGN;11;LES BOUISSES;268438914;4244;BAGATELS;BAGATELLE;17:29:41;1844850;721898;172;00:02:07;00:00:00
10/11/2017 00:00:00;17:29:55;200;LIGN;7;H. DEPARTEMENT;268438273;5118;BERTHELE;BERTHELOT;17:29:44;1845662;723949;51;00:00:00;00:03:36
10/11/2017 00:00:00;17:29:55;171;LIGN;13;UNIVERSITES;268439211;5124;FACLETTS;FAC DE LETTRES;17:30:46;1848576;723771;44;00:01:09;00:00:00
10/11/2017 00:00:00;17:29:55;191;LIGN;13;UNIVERSITES;268439227;5161;LAVALETS;LAVALETTE;17:29:36;1849636;723845;45;00:00:10;00:00:00
10/11/2017 00:00:00;17:29:55;198;LIGN;13;SAINT-ELOI;268439326;5206;VERTBOIE;VERT BOIS;17:29:36;1849247;723743;237;00:01:24;00:00:00
10/11/2017 00:00:00;17:29:55;188;LIGN;13;UNIVERSITES;268439315;5230;HORTUSE;HORTUS;17:29:55;1850250;723087;216;00:02:37;00:00:00
10/11/2017 00:00:00;17:29:55;181;TDEP;6;EUROMEDECINE;268438117;6101;PASLOU6A;PAS DU LOUP;17:32:00;1845469;722264;270;00:00:00;00:00:00
10/11/2017 00:00:00;17:29:55;152;LIGN;15;GAROSUD;268439716;6105;GRANDME;LE GRAND M;17:30:40;1844584;722582;72;00:00:26;00:00:00
10/11/2017 00:00:00;17:29:55;178;LIGN;6;EUROMEDECINE;268437999;6106;AVTOULOE;AV. DE TOULOUSE;17:29:41;1844456;723006;39;00:02:02;00:00:00
10/11/2017 00:00:00;17:29:55;187;TDEP;13;SAINT-ELOI;268439298;6115;UNIVERSA;UNIVERSITES;17:27:56;1848666;723224;247;00:00:00;00:00:00
10/11/2017 00:00:00;17:29:55;199;LIGN;13;SAINT-ELOI;268439282;6119;ARCHITEA;ECOLE D'ARCHI.;17:30:36;1849358;723075;347;00:00:00;00:03:13
10/11/2017 00:00:00;17:29:55;192;LIGN;13;UNIVERSITES;268439265;6206;BATAILLR;EUGENE BATAILLON;17:30:24;1849068;723127;174;00:03:55;00:00:00
10/11/2017 00:00:00;17:29:55;186;TARR;13;UNIVERSITES;268439466;6207;UNIVERSR;UNIVERSITES;17:29:41;1848683;723191;180;00:00:00;00:00:00
10/11/2017 00:00:00;17:29:55;607;HLP;15;PLACE DE FRANCE;268439701;12230;STCLEOPS;SAINT-CLEOPHAS;17:29:33;1844153;724191;196;00:00:00;00:02:33
